user_id,email,ip_address,device_id,ad_clicks,purchases
54,teresalawson@hotmail.com,52.70.102.40,887d345c,21,4
4231,kaylasherman@alvarado.com,136.249.31.71,ab8b4d69,32,7
59,michael73@hotmail.com,152.82.247.54,e5b67828,31,2
1851,rivaswendy@hughes.info,31.192.61.216,d607c969,30,0
43,robertmcintosh@gmail.com,210.152.152.56,e0ec8913,9,3
6432,terry08@gmail.com,196.44.235.7,00245589,44,9
7302,jcummings@hotmail.com,31.159.156.48,c791024b,19,4
2073,michael17@martinez.com,16.176.211.52,9ebf4822,9,1
498,ebaker@miranda-williams.org,150.226.191.220,0c71bf22,32,2
6996,heather70@james.info,134.54.81.49,0e3ea4e3,6,9
918,hallanthony@gmail.com,132.249.241.103,c93e0525,26,7
5345,sandovaldeanna@parker.biz,49.243.130.173,193fb09f,46,9
2787,walterkimberly@yahoo.com,143.226.94.43,84efd88f,8,7
9376,mcollins@hotmail.com,144.144.7.161,43711a6a,44,9
3416,sharon61@yahoo.com,151.229.201.120,a9a2d492,13,8
1376,whurst@edwards.com,44.218.126.25,ba86d88a,40,3
4230,bjames@yahoo.com,73.0.195.8,1908dd4f,27,9
4280,andrew71@irwin-page.com,28.17.135.143,87765245,42,3
7950,alexandrayoder@patel.info,85.92.171.154,c422da79,19,5
46,kimberlydixon@west.com,156.1.105.178,b05c3019,18,10
8393,daviscameron@yahoo.com,163.12.177.173,ab612be7,15,9
1689,taylorcurtis@thomas.biz,137.61.21.8,42c03789,18,1
5644,james46@hayes.org,209.44.220.183,f488d871,22,7
6089,curryzachary@hotmail.com,8.235.126.185,32156d85,23,2
9475,olsenlaura@yahoo.com,13.61.30.77,f105fdf6,1,7
1128,anthony72@douglas-johnson.com,54.97.231.199,5a6de40b,32,7
224,katherine77@owens.org,120.119.82.202,163e9da4,5,9
9478,brian57@gmail.com,124.49.223.137,d9fb2374,5,10
5115,kchan@johnson.com,218.78.191.12,268b353a,7,6
7852,christy35@foster.org,38.77.211.211,9aa54442,18,8
3346,mccoyronald@curtis.com,182.179.15.53,06240fcc,5,10
6730,jonesryan@gmail.com,53.225.222.185,06cd0b5d,18,1
9540,ecrawford@becker.com,215.112.138.16,defff3e4,28,5
1750,madison40@yahoo.com,25.155.228.34,219cd285,47,10
255,ucameron@yahoo.com,7.92.52.177,06d83c51,12,10
1973,mataandrew@olson.net,101.32.223.72,985efa50,33,9
3812,harrisana@hotmail.com,59.38.3.6,9c266184,50,4
4962,osimon@gonzalez.com,92.203.95.178,29bc2d5c,27,5
3890,csmith@gmail.com,96.79.141.236,b1fa4c13,50,9
120,trevinogeorge@patel.com,206.20.32.169,e9ee9223,10,9
3616,jessica44@hotmail.com,89.247.23.184,7584b0ad,37,0
8767,john00@gmail.com,83.172.222.56,ef61faec,42,2
1976,rodriguezchristina@jones.com,137.246.174.198,c3982a30,18,0
3321,lwebb@yahoo.com,59.147.94.107,70caeb31,46,5
3728,dianeroth@alvarado.info,35.54.83.127,80a8849e,44,7
4111,jgarcia@hotmail.com,109.173.160.137,b0aa9137,43,2
9060,watkinstammy@gmail.com,21.181.133.132,1db2ff4f,42,6
7489,nroberts@butler.com,220.127.105.159,44001f2e,36,6
9323,bowmanwilliam@yahoo.com,165.250.155.196,292c0657,41,1
4907,evansdeborah@hill.com,115.68.2.217,01d7f474,39,0
5525,comptonjames@hotmail.com,121.144.66.117,f6a2c785,43,8
9937,rita45@parsons-henson.org,200.137.19.111,f5776e84,15,2
7479,randy92@hotmail.com,47.227.30.60,f112db9e,38,2
2076,fmann@house-walker.com,97.42.14.196,1c2f1279,29,6
3155,suzanne53@johnson.com,119.254.66.229,86c5ce9e,31,1
6589,prodriguez@brown.com,181.113.0.195,60bc99ac,37,5
7756,kathryn59@yahoo.com,30.96.159.58,6df7973c,17,5
5833,arnoldkatherine@gmail.com,25.173.190.3,8bbfe8bc,24,8
6176,ryanwendy@yahoo.com,208.1.202.192,9273e24a,39,3
4717,tara45@hotmail.com,42.141.137.226,8dd83f82,31,3
2226,davidenglish@graves.com,181.196.102.91,73040428,8,0
8315,nbeck@kaufman.com,6.221.182.182,667e7882,27,8
3820,patrick68@yahoo.com,176.13.81.53,49626ca7,9,6
8195,fmills@gmail.com,118.18.247.106,b3339efc,40,5
9657,lorettapatterson@perkins.com,223.105.129.243,c4cbc4a4,27,3
9361,lstewart@yahoo.com,72.158.81.60,0eafcc9b,32,5
3390,lewisjaime@archer-spencer.com,125.10.196.0,f2192910,35,9
4277,friedmanmary@rodriguez.com,196.253.174.210,969d7e73,1,6
805,rangelkaren@hill.com,174.212.153.127,01a19d99,21,8
5840,melissaking@johnson.com,24.216.85.98,25bb1606,33,2
1952,jamesfoster@hotmail.com,159.79.26.49,863b9548,39,8
9496,rjones@yahoo.com,42.102.8.154,b25f1c3b,47,10
4865,sarah76@yahoo.com,200.221.51.14,61ec0a85,9,10
6500,hbrown@martinez.com,101.19.26.38,274d0fc8,13,2
326,robert12@yahoo.com,60.175.49.131,148305ac,26,5
407,tjimenez@malone-larson.com,213.49.124.38,f4dc5b13,50,6
9161,carolyn76@yahoo.com,204.195.249.5,23d77249,48,3
2794,joseph91@johnson.net,137.167.28.73,ae4f8aa6,28,3
9210,eweber@jones.com,57.69.230.183,86c676a4,17,9
8214,williammiles@yahoo.com,172.194.196.229,528963c0,3,4
2218,pughvictor@hotmail.com,22.148.29.30,a497e3a8,11,7
4062,erichall@yahoo.com,67.28.189.64,dc0fb297,33,7
1587,michellegibbs@wong-hudson.com,172.213.52.15,71756727,0,4
1771,shawnparker@gmail.com,118.92.64.146,d6c75002,47,5
5634,kimberly73@hotmail.com,60.97.124.251,ab6d26bf,31,0
4076,marie12@vasquez.net,116.85.234.164,05c88f5b,19,6
1794,wpeterson@king.com,70.135.99.106,8e197800,8,10
9784,katelynthomas@gmail.com,89.24.152.140,ee786d85,21,5
7646,megangentry@gmail.com,122.217.199.243,cc786ea0,44,3
3508,jacob89@perkins.com,80.93.193.163,0982aa50,16,0
3306,kara30@yahoo.com,56.235.222.126,c2b49bde,11,8
9365,calhounmichael@cunningham.com,69.104.60.33,29af6139,37,1
3461,apacheco@bray-jones.com,93.8.200.29,20c8e18c,45,5
6211,christophermorris@ruiz-green.com,63.96.215.174,8a4932c9,37,2
3383,seanbrown@hotmail.com,129.255.23.143,a30fb2db,44,7
3534,pfox@mathews-martin.com,145.12.128.136,54d1fefb,33,1
5180,uhamilton@gmail.com,154.246.32.130,d3f048a8,47,7
6385,jessica67@carson-sullivan.com,110.151.15.14,28934ec7,36,10
800,davidballard@hotmail.com,33.244.17.62,88748bd0,3,9
9480,tjohnson@gmail.com,50.246.68.172,b5886a1e,9,10
6673,slara@hotmail.com,88.84.142.49,5f38fad7,21,4
8480,martinchoi@mitchell.com,138.84.129.92,2b0fb574,41,0
9470,jesserivera@white.com,46.34.56.104,c101accb,0,3
2071,bjohnson@hotmail.com,146.239.54.232,aa6a3795,8,8
4874,mrichardson@hotmail.com,31.101.94.230,1975cd42,35,0
8957,stacy32@hotmail.com,204.63.201.231,10a31e1f,49,3
196,oclark@jacobs.com,55.20.242.23,63cc05f3,29,2
1907,robincox@flynn.com,125.122.1.128,653b6ceb,17,3
7626,megan30@yahoo.com,36.49.122.236,393285f9,35,7
9966,dprince@hotmail.com,148.183.90.157,15d282a9,18,6
2116,ykirk@holland-ramos.biz,77.153.138.254,cedf492a,3,10
828,zimmermanlisa@yahoo.com,91.155.43.166,071a3b92,44,9
8033,jessica28@rojas.com,30.145.234.33,8ec73519,23,1
6826,george94@boone-pierce.org,182.63.158.109,740f8faf,19,3
3306,jay72@gmail.com,96.253.120.239,058e4514,38,9
339,randallcarpenter@collins.com,134.241.31.163,2d5dfca4,35,0
415,larsenkevin@molina.com,16.171.221.184,ebe99101,13,9
5328,craig86@gmail.com,175.163.55.182,000aa474,14,0
6504,lisa89@yahoo.com,67.67.89.115,92a11129,21,5
6852,davidemily@williams.info,4.147.72.84,62f9540f,10,8
3432,kimjessica@spencer.org,65.129.153.224,d535f60f,48,1
1102,maria27@hotmail.com,178.98.245.14,d97e3fe1,47,3
7366,ashleywoodward@russell.com,173.242.70.193,de077602,20,2
4112,jwilson@gmail.com,188.221.76.25,076321a4,36,6
3747,nolansabrina@gmail.com,199.67.97.186,97f75f93,49,2
139,tshort@yahoo.com,174.214.144.190,6eb04139,4,7
6906,jamesterry@austin-coleman.com,28.40.200.157,14881fc7,7,7
1109,karen00@joyce.com,108.182.110.190,c1d9ed5e,30,8
5348,mariaramos@conner-young.com,37.127.35.165,7b3259d4,15,2
114,michael08@gmail.com,201.0.141.90,bdea326a,39,6
4351,tracywells@ortiz.org,140.26.111.70,37039005,1,7
707,vchapman@hotmail.com,129.252.186.30,3a4ef72e,25,5
9013,daniellesimmons@lester-wilcox.com,154.167.26.132,c0818065,18,5
4558,adampark@gmail.com,217.142.38.118,2100d7ce,3,4
8983,rpadilla@guerrero-james.com,15.126.85.250,19b095a4,50,2
1970,walkergregory@hotmail.com,64.64.131.25,fdbfb23c,4,8
9707,robert62@smith-reynolds.com,142.130.185.164,5d4d64f6,0,8
4115,qpreston@hotmail.com,34.64.254.202,05df7d94,33,2
2884,longkelsey@reid-ramirez.com,72.162.25.233,fb788230,9,4
6525,ijones@yahoo.com,42.112.101.75,cb380129,39,1
1098,adam54@beard-sanders.net,163.210.244.14,8902ccf7,26,0
223,charleneconley@lopez.biz,80.67.189.250,02556438,30,8
3723,pruittchristine@yahoo.com,51.155.91.105,25f18113,39,0
1751,evalentine@hebert.com,46.97.230.55,6b640791,50,5
476,nvargas@gmail.com,64.168.84.85,36493829,41,4
2636,brenda64@crawford.com,192.44.10.5,f57cef19,20,8
654,llee@ellis.com,131.178.25.218,0faeb53f,17,5
2539,marksmith@edwards.com,168.237.215.52,cc79194e,33,5
5765,millercaroline@hotmail.com,208.85.195.180,3748e823,13,8
4840,johnsonerika@wang.com,139.107.244.129,7b51ec89,50,6
2105,richardsonaaron@thomas.net,7.60.190.97,345e0a82,31,7
1774,daniellemedina@hotmail.com,115.37.26.172,ffca84c4,13,5
4904,qglover@hotmail.com,220.153.216.20,4ffd1456,45,4
8597,qdavenport@hensley-rhodes.net,71.95.62.150,2dec4284,38,0
8528,susan65@gmail.com,126.26.44.113,cef1c04d,44,10
1705,wrightdawn@hotmail.com,149.114.174.66,c09984fc,27,4
8992,ggraves@chung.com,146.204.7.106,390bfb75,9,7
7058,mitchellmoore@yahoo.com,147.196.236.19,01ec2101,46,8
9146,brownsarah@yahoo.com,122.186.74.206,71af0542,9,7
4325,lindsaywilliams@gmail.com,36.116.87.156,ee637326,44,0
6576,jennifermassey@simpson.com,83.37.72.98,9713bba7,29,3
6851,jenniferjones@gmail.com,62.214.76.165,af23e1c3,47,1
6126,kevin92@yahoo.com,60.52.103.189,7dad40aa,34,3
5685,harrisadam@spence.com,7.120.28.117,ba659b8b,29,3
7874,scottjoshua@finley.com,67.203.35.31,ae753890,5,2
8995,rmiller@kemp-welch.biz,92.157.22.74,0aa5de44,3,9
5861,lewisjohnathan@hotmail.com,7.219.68.165,b8cbf24d,33,0
821,bmason@sawyer.com,65.107.216.15,cd4041c3,21,1
7230,voliver@vasquez.net,95.39.138.58,97188483,3,3
3483,peterleon@cunningham.com,85.156.3.130,15d398c1,31,0
3337,hensleystephanie@yahoo.com,51.255.220.74,267d1e95,38,5
3526,gonzalezoscar@gmail.com,112.91.142.253,386b2982,38,3
1156,collinsmatthew@yahoo.com,213.109.185.255,762d79e7,31,7
9093,gparker@rogers.com,106.20.100.239,40a2c399,15,0
1469,devonhamilton@yahoo.com,177.173.226.207,e80a794a,20,3
3155,christopher44@rush.com,67.88.64.129,38a89913,33,8
8406,hullcraig@adkins.com,219.231.239.89,442f66e1,25,4
955,garyguzman@gmail.com,75.164.214.241,0af6fc67,20,1
9025,daniel49@williamson.com,126.69.243.21,0e50a9c5,24,2
1803,tracyyoung@galloway.com,87.28.253.40,322a8688,38,5
8935,philliphaynes@hanna.org,29.113.69.131,9b9b87da,26,5
7305,ycase@hotmail.com,99.57.31.176,0fe85b67,21,9
1509,stevenfrancis@yahoo.com,181.46.177.187,147bc94e,12,6
6913,montgomerysydney@gmail.com,161.234.193.184,6eaa1865,6,9
6725,andrew01@gmail.com,202.99.215.135,4da9b79c,40,8
3560,redwards@miles.com,23.224.11.168,c1831caa,3,10
7825,archerkenneth@hotmail.com,104.143.219.99,2c55f957,26,0
909,nmyers@gmail.com,223.19.229.154,fd5712b8,11,4
4152,arthur07@gmail.com,193.162.59.136,644e8448,45,1
9067,bakerjoshua@montgomery-valentine.biz,38.157.254.37,d840124a,23,4
9167,jennifer65@sims-hoffman.org,92.167.15.11,51165f69,49,6
6742,xburns@hotmail.com,109.173.62.37,1aa5feb8,22,1
1060,nicolelyons@rivera-mercer.com,122.180.5.159,7efbd1bb,40,3
7996,epark@yahoo.com,90.248.143.32,b8922125,42,3
1606,smithryan@yahoo.com,68.61.183.67,3793bc61,42,7
587,cholmes@gmail.com,76.96.178.19,3ad36390,35,3
7835,christinamartinez@gmail.com,96.128.251.250,bd616203,28,0
2823,fkirk@simon-barron.info,90.7.25.232,f02380bb,3,3
9755,christophercox@mcdowell.com,58.89.227.188,6cfad265,35,3
2182,hammondmatthew@davis.com,123.25.158.235,fd539e32,38,5
1486,serranochristopher@miller-turner.org,37.82.62.52,02801c0c,7,1
7772,bradleyfox@yahoo.com,66.147.171.37,098dc7a1,43,6
1303,wendyparker@hotmail.com,86.74.188.213,1d27f99e,35,9
604,olivia85@joyce-hale.org,63.6.189.61,9db805bf,15,9
3562,qluna@gmail.com,17.250.237.10,afe80045,4,2
9157,riveraivan@taylor.biz,129.29.181.44,f3f5c98c,18,8
2867,cassandra50@byrd.com,48.19.238.254,4aca0486,28,0
3860,edward61@gmail.com,130.133.65.165,05ec466d,10,9
4363,adamsgavin@gmail.com,25.7.178.160,4c884740,44,9
5484,melissa38@jarvis.com,76.240.169.189,7c21240f,45,0
2914,amandabarrett@yahoo.com,171.146.38.96,1bc796e5,34,8
4860,craigjoseph@beltran.com,79.23.220.238,7d80738c,49,7
9081,matthew90@williams.com,168.218.39.178,54816a99,43,7
4938,karenowens@collins-gentry.com,92.220.219.137,7caed763,19,1
2076,csnow@beck-small.com,206.20.236.202,365afbac,43,9
3025,hcarroll@jones.com,217.68.15.72,896199d0,27,4
5350,brent60@murray-powell.org,196.60.169.62,8e9d58ca,50,5
8457,yschneider@gmail.com,38.46.48.253,8aaa6b4c,34,7
3577,ryanreynolds@hotmail.com,15.124.199.126,c98e92fd,26,9
2830,brandy90@stephens-reeves.com,85.56.82.127,ede2cd6f,6,9
2705,garciadavid@gmail.com,36.193.88.247,5be8dcb9,43,9
2733,murphyaustin@hotmail.com,145.165.42.182,398766d3,44,1
4551,jschneider@gmail.com,109.39.161.179,db8a713f,40,4
2387,rferguson@gmail.com,34.224.247.219,d9fd9edc,40,0
2523,nguyendustin@gmail.com,26.10.128.142,bd9883ae,18,1
4749,itucker@mason.com,29.199.13.29,0860206a,2,8
3325,peterscharles@gmail.com,62.254.249.253,e3d5e2d2,14,10
5399,ymay@gmail.com,44.109.101.71,6e436f21,45,4
6790,zachary97@yahoo.com,131.56.127.190,5ab8970b,24,7
209,catherinelowe@gmail.com,8.1.177.42,e863e6c1,47,8
4155,eriklynn@bryan-robinson.com,77.143.72.117,43886d11,28,1
4811,simpsonjohn@tapia.biz,204.197.252.221,2049c580,48,2
5761,dmay@rivas.info,31.146.110.175,1db2e45a,49,2
5897,mcgeesusan@yahoo.com,183.246.182.29,5c17391a,14,0
5180,simpsonjoseph@williams.biz,202.151.110.174,82fb2272,43,6
6018,sarah15@yahoo.com,29.230.57.153,ceb6af88,30,9
5828,emily64@yahoo.com,195.225.50.28,69cc0a70,40,4
3288,ccarroll@gmail.com,86.136.181.74,4e23aacf,28,10
1537,nedwards@aguirre.biz,190.56.233.9,6ec69df2,48,9
1270,eprince@collins.com,87.193.63.70,c7405385,24,4
4773,robertcollins@king-williams.com,147.50.163.140,018cac67,13,0
2236,tracey90@harris.com,137.167.118.74,8c261191,32,5
8990,richardsantana@gmail.com,176.3.155.178,5c01fb89,17,4
9926,nathaniel88@alvarez.org,72.128.23.218,32653d96,41,1
64,josephlewis@gmail.com,45.143.71.216,4aa7a022,35,8
234,kimberlystone@huffman-james.com,96.69.54.110,bac1edc1,36,9
5628,harrisphillip@yahoo.com,99.60.72.153,990be56b,23,10
7936,groberts@young.com,120.146.37.87,a41346c8,44,0
3410,mstewart@gmail.com,44.96.145.174,38561a36,47,5
3042,aprice@hotmail.com,18.129.74.49,ed3ff3b6,12,5
3965,brandonbrown@gmail.com,204.150.184.149,34a6f58d,20,10
6316,rhansen@boyer.com,223.242.86.105,6fc1499c,9,1
9346,debbie70@williams.org,59.117.128.99,7cb67bbc,27,6
1117,fullerdeanna@jordan-kelly.info,5.3.177.85,1a4e023d,10,0
1591,sarapaul@zavala.org,141.175.60.67,cf813ff7,44,2
1372,christopherwilson@daniel-white.com,75.189.213.238,1be35c1b,26,8
7090,stefaniemorgan@hotmail.com,209.80.126.77,6882db88,48,9
7425,miguelturner@estrada-gregory.com,209.123.75.82,64146039,38,2
2393,sarakramer@yahoo.com,79.249.246.116,c25a7589,7,10
7090,amanda80@hernandez.com,194.181.243.227,bf7a15bc,20,6
397,linda34@yahoo.com,164.134.244.37,5e553a6c,37,10
3888,sheriparker@ellis-mccarthy.com,122.140.30.205,0227ec78,47,1
3249,garciadavid@smith.com,207.101.88.44,2a32b529,47,6
7206,abigailpadilla@perez.net,76.219.171.200,cddeca87,24,5
4182,hware@lang.com,150.114.74.111,c0ae39fc,50,6
1148,dhunt@webb.net,164.84.218.210,03902fac,16,2
7471,fbrown@alvarez-thomas.com,137.27.154.51,3efd6385,3,1
8624,solisjulie@davis-glover.info,59.83.212.170,5babb436,19,2
9,valerie87@perez.com,118.184.203.241,e793f2ce,5,7
4545,brownmadison@johnson-hill.com,6.149.51.28,5eb5e0db,14,8
7900,ygamble@yahoo.com,189.224.171.228,636039b3,47,4
7841,julie95@walker.com,94.66.249.137,72bd31c2,40,5
78,amanda63@yahoo.com,77.11.250.193,35dd6a09,40,2
2381,xmcguire@coleman-reeves.biz,119.177.162.226,b3305ada,46,10
3300,smithmiranda@jordan.biz,21.16.166.10,250e918b,39,7
8245,reynoldsgary@alexander.biz,11.46.249.206,055a0b11,7,6
4508,vbrown@williams.org,75.253.142.127,5b581e32,47,7
5779,yorkkathy@santos.com,60.9.182.137,05cbaa2b,4,6
8803,eric59@murphy-tucker.info,48.100.153.209,d2cf8b25,50,3
7312,kholt@jennings.info,7.232.37.165,70e49637,29,2
4917,alan09@rodriguez.info,175.163.54.176,45c34e11,5,4
4765,russellkennedy@young-smith.com,145.255.235.146,f3c73e5d,47,5
4920,fosterrachel@cohen.com,11.148.204.171,686d95b4,23,5
9635,kramerbriana@hotmail.com,223.131.35.126,30e2899d,44,2
58,dylanwood@daniels-ramos.org,124.162.56.125,09490b76,40,4
2149,debbielarsen@walker.com,51.91.127.200,c517d428,48,6
6078,lmaxwell@yahoo.com,53.132.8.126,2fa8645b,26,2
2668,mollystewart@gardner.com,85.0.37.20,adc67cfe,17,7
7262,donna17@yahoo.com,126.110.177.20,8d265ec7,0,2
5207,goldendavid@gmail.com,171.44.104.239,bbe0f9e6,6,6
5386,aaronday@garcia.com,70.235.195.182,e6e1706d,1,4
9102,lynchalexandra@yahoo.com,161.81.112.154,a1c9b37b,15,10
2253,sarah97@gonzalez.com,210.253.128.234,28cad356,43,6
4474,jordandaniel@martinez.com,99.70.81.228,a8692859,43,2
5846,jillcastillo@conley.net,168.238.164.242,5ac2354a,22,4
9272,iharper@snyder.biz,183.83.127.208,20853f9d,23,8
7134,sarah32@villanueva.com,101.43.27.245,20cbd53c,40,0
5334,tsutton@rubio.net,221.140.128.235,584ca5b6,49,4
5203,grahamsean@henderson.com,178.75.157.222,1f7382c0,17,4
2184,tammy32@gmail.com,138.249.185.143,d8614465,9,4
6423,jthomas@burnett.biz,193.155.240.92,76974390,19,5
8077,sara02@yahoo.com,56.22.71.179,6b1e18df,44,10
1014,christinawhite@robertson.biz,112.86.34.67,5aaf8590,50,1
6523,amberwebb@hotmail.com,44.155.236.118,7d00c0f9,37,8
5671,smithmorgan@hotmail.com,73.128.173.168,ca129c97,11,3
2793,elliottrenee@gmail.com,38.168.49.81,8f5ded74,24,10
1890,gmerritt@hall.com,186.34.164.58,f917a649,29,10
82,willie75@taylor.com,218.251.150.12,84192fff,19,9
5879,fmorris@douglas.com,200.142.104.183,c4c2f9f3,43,9
1639,gibsonjoseph@hotmail.com,152.2.143.1,376de9ab,20,9
4063,lvincent@gomez-scott.com,190.204.170.119,0b00b89b,8,9
1701,nealaustin@gmail.com,131.16.66.249,f49f8b99,17,6
96,ryan62@morris-cox.org,57.87.219.234,3d6a35b1,43,5
7383,kennethhunter@yahoo.com,143.244.149.97,a966f71a,11,5
2747,wendy46@yahoo.com,59.245.88.106,5692ecd2,20,10
556,aholmes@lambert.com,162.230.71.25,c3987781,7,1
8428,irwinkendra@hotmail.com,102.6.184.118,3277532c,24,7
3617,carpenterfrank@gmail.com,28.47.85.254,ea99f960,49,1
2648,adam33@hotmail.com,165.56.75.9,3e49ff3f,8,7
6476,jacobsonkevin@garza-bailey.info,5.77.191.243,b2592cc8,17,6
1779,lmitchell@yahoo.com,159.243.200.209,af4bdd6b,8,6
3349,mwarren@gmail.com,130.151.138.215,e9f3d3c2,45,1
7714,gonzalezzachary@lopez.org,40.241.54.198,5a7bc515,47,6
5131,mwood@hotmail.com,35.16.101.156,5acbf2d0,31,8
5327,tiffanyfisher@anderson.org,87.6.211.152,9f4999a6,3,1
5271,april29@mueller.com,173.116.146.40,0e1762be,37,9
5383,lblake@garza.com,163.199.6.231,4b20f75f,20,9
4691,marymurray@gmail.com,67.88.32.112,8b5ac124,16,0
6969,kedwards@harris-cooper.org,65.200.72.250,7df52969,35,6
844,frederick48@hunter.com,205.0.175.13,4e02b1fb,37,6
5673,kimethan@gmail.com,163.40.158.145,0b635de2,32,6
6321,inelson@hotmail.com,131.40.180.83,ad26e88f,48,2
3000,danielleross@schroeder.org,134.114.78.98,95713f44,36,0
9694,pjohnson@gmail.com,23.161.193.222,9ed8330a,45,2
8013,jeffreywalker@barker-johnson.info,141.109.176.52,1e7c6836,11,3
9006,lshepherd@yahoo.com,219.192.56.201,d6792ce0,43,7
45,christinasullivan@gmail.com,143.244.22.246,275e23f5,9,6
8697,crystal65@nelson.com,67.121.143.18,4e36df18,10,3
5420,silvatracy@hotmail.com,163.65.187.6,98859e2c,30,7
7116,smallrobin@murphy.net,25.110.82.52,3fa8cfe8,8,2
4612,shortmark@johnson-white.com,24.20.214.96,b33aefbe,13,1
7233,naustin@hotmail.com,124.66.105.120,41612011,39,1
6007,lsmith@wright.com,161.125.119.253,b9f48875,45,0
1209,michellestout@chavez-davis.biz,72.51.160.44,e4e43bc0,1,8
4644,jenniferlee@anderson.info,69.78.134.85,7cc8724b,47,7
5873,wrighttimothy@watson.com,59.210.72.59,3ae3781a,7,9
6255,ricardocook@powers.net,131.224.109.237,785d33cd,3,0
7719,patricia84@blanchard-little.org,66.28.139.155,c8f0c66f,35,3
2486,xsullivan@yahoo.com,140.140.43.70,401e9b12,12,5
2512,kristinasuarez@austin.com,146.173.23.120,4f8c36dd,32,4
4335,rojasphilip@hotmail.com,75.184.8.240,91ca769e,31,10
6552,heatherbernard@yahoo.com,75.80.19.245,9b3a1279,37,8
2199,kathy75@greene-johnson.com,118.247.35.127,99ebfadc,5,1
2583,castillozachary@moreno.com,158.179.50.1,1739c42e,4,8
750,thomascassandra@evans-arnold.org,65.52.240.121,ab450dae,9,1
6583,nromero@gmail.com,11.86.96.72,0e3d920a,23,7
599,ysmith@cruz.com,4.52.182.53,6c222233,34,1
1047,brownrandall@mendez.info,192.180.19.248,b22a375f,36,3
2867,pwebb@yahoo.com,199.58.190.231,5e5d3724,14,5
