user_id,email,ip_address,device_id,ad_clicks,purchases
1376,whurst@edwards.com,44.218.126.25,8688,40,3
4230,bjames@yahoo.com,73.0.195.8,19084,27,9
4280,andrew71@irwin-page.com,28.17.135.143,87765245,42,3
7950,alexandrayoder@patel.info,85.92.171.154,42279,19,5
46,kimberlydixon@west.com,156.1.105.178,053019,18,10
8393,daviscameron@yahoo.com,163.12.177.173,6127,15,9
1689,taylorcurtis@thomas.biz,137.61.21.8,4203789,18,1
5644,james46@hayes.org,209.44.220.183,488871,22,7
6089,curryzachary@hotmail.com,8.235.126.185,3215685,23,2
9475,olsenlaura@yahoo.com,13.61.30.77,1056,1,7
1128,anthony72@douglas-johnson.com,54.97.231.199,5640,32,7
224,katherine77@owens.org,120.119.82.202,16394,5,9
9478,brian57@gmail.com,124.49.223.137,92374,5,10
5115,kchan@johnson.com,218.78.191.12,268353,7,6
7852,christy35@foster.org,38.77.211.211,954442,18,8
3346,mccoyronald@curtis.com,182.179.15.53,06240,5,10
6730,jonesryan@gmail.com,53.225.222.185,0605,18,1
9540,ecrawford@becker.com,215.112.138.16,34,28,5
1750,madison40@yahoo.com,25.155.228.34,219285,47,10
255,ucameron@yahoo.com,7.92.52.177,068351,12,10
1973,mataandrew@olson.net,101.32.223.72,98550,33,9
3812,harrisana@hotmail.com,59.38.3.6,9266184,50,4
4962,osimon@gonzalez.com,92.203.95.178,2925,27,5
3890,csmith@gmail.com,96.79.141.236,1413,50,9
120,trevinogeorge@patel.com,206.20.32.169,99223,10,9
3616,jessica44@hotmail.com,89.247.23.184,75840,37,0
8767,john00@gmail.com,83.172.222.56,61,42,2
1976,rodriguezchristina@jones.com,137.246.174.198,398230,18,0
3321,lwebb@yahoo.com,59.147.94.107,7031,46,5
3728,dianeroth@alvarado.info,35.54.83.127,808849,44,7
4111,jgarcia@hotmail.com,109.173.160.137,09137,43,2
9060,watkinstammy@gmail.com,21.181.133.132,124,42,6
7489,nroberts@butler.com,220.127.105.159,440012,36,6
9323,bowmanwilliam@yahoo.com,165.250.155.196,2920657,41,1
4907,evansdeborah@hill.com,115.68.2.217,017474,39,0
5525,comptonjames@hotmail.com,121.144.66.117,62785,43,8
9937,rita45@parsons-henson.org,200.137.19.111,577684,15,2
7479,randy92@hotmail.com,47.227.30.60,1129,38,2
2076,fmann@house-walker.com,97.42.14.196,121279,29,6
3155,suzanne53@johnson.com,119.254.66.229,8659,31,1
6589,prodriguez@brown.com,181.113.0.195,6099,37,5
7756,kathryn59@yahoo.com,30.96.159.58,67973,17,5
5833,arnoldkatherine@gmail.com,25.173.190.3,88,24,8
6176,ryanwendy@yahoo.com,208.1.202.192,927324,39,3
4717,tara45@hotmail.com,42.141.137.226,88382,31,3
2226,davidenglish@graves.com,181.196.102.91,73040428,8,0
8315,nbeck@kaufman.com,6.221.182.182,6677882,27,8
3820,patrick68@yahoo.com,176.13.81.53,496267,9,6
8195,fmills@gmail.com,118.18.247.106,3339,40,5
9657,lorettapatterson@perkins.com,223.105.129.243,444,27,3
9361,lstewart@yahoo.com,72.158.81.60,09,32,5
3390,lewisjaime@archer-spencer.com,125.10.196.0,2192910,35,9
4277,friedmanmary@rodriguez.com,196.253.174.210,969773,1,6
805,rangelkaren@hill.com,174.212.153.127,011999,21,8
5840,melissaking@johnson.com,24.216.85.98,251606,33,2
1952,jamesfoster@hotmail.com,159.79.26.49,8639548,39,8
9496,rjones@yahoo.com,42.102.8.154,2513,47,10
4865,sarah76@yahoo.com,200.221.51.14,61085,9,10
6500,hbrown@martinez.com,101.19.26.38,27408,13,2
326,robert12@yahoo.com,60.175.49.131,148305,26,5
407,tjimenez@malone-larson.com,213.49.124.38,4513,50,6
9161,carolyn76@yahoo.com,204.195.249.5,2377249,48,3
2794,joseph91@johnson.net,137.167.28.73,486,28,3
9210,eweber@jones.com,57.69.230.183,866764,17,9
8214,williammiles@yahoo.com,172.194.196.229,5289630,3,4
2218,pughvictor@hotmail.com,22.148.29.30,49738,11,7
4062,erichall@yahoo.com,67.28.189.64,0297,33,7
1587,michellegibbs@wong-hudson.com,172.213.52.15,71756727,0,4
1771,shawnparker@gmail.com,118.92.64.146,675002,47,5
5634,kimberly73@hotmail.com,60.97.124.251,626,31,0
4076,marie12@vasquez.net,116.85.234.164,05885,19,6
1794,wpeterson@king.com,70.135.99.106,8197800,8,10
9784,katelynthomas@gmail.com,89.24.152.140,78685,21,5
7646,megangentry@gmail.com,122.217.199.243,7860,44,3
3508,jacob89@perkins.com,80.93.193.163,098250,16,0
3306,kara30@yahoo.com,56.235.222.126,249,11,8
9365,calhounmichael@cunningham.com,69.104.60.33,296139,37,1
3461,apacheco@bray-jones.com,93.8.200.29,20818,45,5
6211,christophermorris@ruiz-green.com,63.96.215.174,849329,37,2
3383,seanbrown@hotmail.com,129.255.23.143,302,44,7
3534,pfox@mathews-martin.com,145.12.128.136,541,33,1
5180,uhamilton@gmail.com,154.246.32.130,30488,47,7
6385,jessica67@carson-sullivan.com,110.151.15.14,289347,36,10
800,davidballard@hotmail.com,33.244.17.62,887480,3,9
9480,tjohnson@gmail.com,50.246.68.172,58861,9,10
6673,slara@hotmail.com,88.84.142.49,5387,21,4
8480,martinchoi@mitchell.com,138.84.129.92,20574,41,0
9470,jesserivera@white.com,46.34.56.104,101,0,3
2071,bjohnson@hotmail.com,146.239.54.232,63795,8,8
4874,mrichardson@hotmail.com,31.101.94.230,197542,35,0
8957,stacy32@hotmail.com,204.63.201.231,10311,49,3
196,oclark@jacobs.com,55.20.242.23,63053,29,2
1907,robincox@flynn.com,125.122.1.128,6536,17,3
7626,megan30@yahoo.com,36.49.122.236,3932859,35,7
9966,dprince@hotmail.com,148.183.90.157,152829,18,6
2116,ykirk@holland-ramos.biz,77.153.138.254,492,3,10
828,zimmermanlisa@yahoo.com,91.155.43.166,071392,44,9
8033,jessica28@rojas.com,30.145.234.33,873519,23,1
6826,george94@boone-pierce.org,182.63.158.109,7408,19,3
3306,jay72@gmail.com,96.253.120.239,0584514,38,9
339,randallcarpenter@collins.com,134.241.31.163,254,35,0
415,larsenkevin@molina.com,16.171.221.184,99101,13,9
5328,craig86@gmail.com,175.163.55.182,000474,14,0
6504,lisa89@yahoo.com,67.67.89.115,9211129,21,5
6852,davidemily@williams.info,4.147.72.84,629540,10,8
3432,kimjessica@spencer.org,65.129.153.224,53560,48,1
1102,maria27@hotmail.com,178.98.245.14,9731,47,3
7366,ashleywoodward@russell.com,173.242.70.193,077602,20,2
4112,jwilson@gmail.com,188.221.76.25,0763214,36,6
3747,nolansabrina@gmail.com,199.67.97.186,977593,49,2
139,tshort@yahoo.com,174.214.144.190,604139,4,7
6906,jamesterry@austin-coleman.com,28.40.200.157,148817,7,7
1109,karen00@joyce.com,108.182.110.190,195,30,8
5348,mariaramos@conner-young.com,37.127.35.165,732594,15,2
114,michael08@gmail.com,201.0.141.90,326,39,6
4351,tracywells@ortiz.org,140.26.111.70,37039005,1,7
707,vchapman@hotmail.com,129.252.186.30,3472,25,5
9013,daniellesimmons@lester-wilcox.com,154.167.26.132,0818065,18,5
4558,adampark@gmail.com,217.142.38.118,21007,3,4
8983,rpadilla@guerrero-james.com,15.126.85.250,190954,50,2
1970,walkergregory@hotmail.com,64.64.131.25,23,4,8
9707,robert62@smith-reynolds.com,142.130.185.164,54646,0,8
4115,qpreston@hotmail.com,34.64.254.202,05794,33,2
2884,longkelsey@reid-ramirez.com,72.162.25.233,788230,9,4
6525,ijones@yahoo.com,42.112.101.75,380129,39,1
1098,adam54@beard-sanders.net,163.210.244.14,89027,26,0
223,charleneconley@lopez.biz,80.67.189.250,02556438,30,8
3723,pruittchristine@yahoo.com,51.155.91.105,2518113,39,0
1751,evalentine@hebert.com,46.97.230.55,6640791,50,5
476,nvargas@gmail.com,64.168.84.85,36493829,41,4
2636,brenda64@crawford.com,192.44.10.5,5719,20,8
654,llee@ellis.com,131.178.25.218,053,17,5
2539,marksmith@edwards.com,168.237.215.52,79194,33,5
5765,millercaroline@hotmail.com,208.85.195.180,3748823,13,8
4840,johnsonerika@wang.com,139.107.244.129,75189,50,6
2105,richardsonaaron@thomas.net,7.60.190.97,345082,31,7
1774,daniellemedina@hotmail.com,115.37.26.172,844,13,5
4904,qglover@hotmail.com,220.153.216.20,41456,45,4
8597,qdavenport@hensley-rhodes.net,71.95.62.150,24284,38,0
8528,susan65@gmail.com,126.26.44.113,104,44,10
1705,wrightdawn@hotmail.com,149.114.174.66,09984,27,4
8992,ggraves@chung.com,146.204.7.106,39075,9,7
7058,mitchellmoore@yahoo.com,147.196.236.19,012101,46,8
9146,brownsarah@yahoo.com,122.186.74.206,710542,9,7
4325,lindsaywilliams@gmail.com,36.116.87.156,637326,44,0
6576,jennifermassey@simpson.com,83.37.72.98,97137,29,3
6851,jenniferjones@gmail.com,62.214.76.165,2313,47,1
6126,kevin92@yahoo.com,60.52.103.189,740,34,3
5685,harrisadam@spence.com,7.120.28.117,6598,29,3
7874,scottjoshua@finley.com,67.203.35.31,753890,5,2
8995,rmiller@kemp-welch.biz,92.157.22.74,0544,3,9
5861,lewisjohnathan@hotmail.com,7.219.68.165,824,33,0
821,bmason@sawyer.com,65.107.216.15,40413,21,1
7230,voliver@vasquez.net,95.39.138.58,97188483,3,3
3483,peterleon@cunningham.com,85.156.3.130,153981,31,0
3337,hensleystephanie@yahoo.com,51.255.220.74,267195,38,5
3526,gonzalezoscar@gmail.com,112.91.142.253,3862982,38,3
1156,collinsmatthew@yahoo.com,213.109.185.255,762797,31,7
9093,gparker@rogers.com,106.20.100.239,402399,15,0
1469,devonhamilton@yahoo.com,177.173.226.207,80794,20,3
3155,christopher44@rush.com,67.88.64.129,3889913,33,8
8406,hullcraig@adkins.com,219.231.239.89,442661,25,4
955,garyguzman@gmail.com,75.164.214.241,0667,20,1
9025,daniel49@williamson.com,126.69.243.21,05095,24,2
1803,tracyyoung@galloway.com,87.28.253.40,3228688,38,5
8935,philliphaynes@hanna.org,29.113.69.131,9987,26,5
7305,ycase@hotmail.com,99.57.31.176,08567,21,9
1509,stevenfrancis@yahoo.com,181.46.177.187,14794,12,6
6913,montgomerysydney@gmail.com,161.234.193.184,61865,6,9
6725,andrew01@gmail.com,202.99.215.135,4979,40,8
3560,redwards@miles.com,23.224.11.168,1831,3,10
7825,archerkenneth@hotmail.com,104.143.219.99,255957,26,0
909,nmyers@gmail.com,223.19.229.154,57128,11,4
4152,arthur07@gmail.com,193.162.59.136,6448448,45,1
9067,bakerjoshua@montgomery-valentine.biz,38.157.254.37,840124,23,4
9167,jennifer65@sims-hoffman.org,92.167.15.11,5116569,49,6
6742,xburns@hotmail.com,109.173.62.37,158,22,1
1060,nicolelyons@rivera-mercer.com,122.180.5.159,71,40,3
7996,epark@yahoo.com,90.248.143.32,8922125,42,3
1606,smithryan@yahoo.com,68.61.183.67,379361,42,7
587,cholmes@gmail.com,76.96.178.19,336390,35,3
7835,christinamartinez@gmail.com,96.128.251.250,616203,28,0
2823,fkirk@simon-barron.info,90.7.25.232,02380,3,3
9755,christophercox@mcdowell.com,58.89.227.188,6265,35,3
2182,hammondmatthew@davis.com,123.25.158.235,53932,38,5
1486,serranochristopher@miller-turner.org,37.82.62.52,028010,7,1
7772,bradleyfox@yahoo.com,66.147.171.37,09871,43,6
1303,wendyparker@hotmail.com,86.74.188.213,12799,35,9
604,olivia85@joyce-hale.org,63.6.189.61,9805,15,9
3562,qluna@gmail.com,17.250.237.10,80045,4,2
9157,riveraivan@taylor.biz,129.29.181.44,3598,18,8
2867,cassandra50@byrd.com,48.19.238.254,40486,28,0
3860,edward61@gmail.com,130.133.65.165,05466,10,9
4363,adamsgavin@gmail.com,25.7.178.160,4884740,44,9
5484,melissa38@jarvis.com,76.240.169.189,721240,45,0
2914,amandabarrett@yahoo.com,171.146.38.96,17965,34,8
4860,craigjoseph@beltran.com,79.23.220.238,780738,49,7
9081,matthew90@williams.com,168.218.39.178,5481699,43,7
4938,karenowens@collins-gentry.com,92.220.219.137,7763,19,1
2076,csnow@beck-small.com,206.20.236.202,365,43,9
3025,hcarroll@jones.com,217.68.15.72,8961990,27,4
5350,brent60@murray-powell.org,196.60.169.62,8958,50,5
8457,yschneider@gmail.com,38.46.48.253,864,34,7
3577,ryanreynolds@hotmail.com,15.124.199.126,9892,26,9
2830,brandy90@stephens-reeves.com,85.56.82.127,26,6,9
2705,garciadavid@gmail.com,36.193.88.247,589,43,9
2733,murphyaustin@hotmail.com,145.165.42.182,3987663,44,1
4551,jschneider@gmail.com,109.39.161.179,8713,40,4
2387,rferguson@gmail.com,34.224.247.219,99,40,0
2523,nguyendustin@gmail.com,26.10.128.142,9883,18,1
4749,itucker@mason.com,29.199.13.29,0860206,2,8
3325,peterscharles@gmail.com,62.254.249.253,3522,14,10
5399,ymay@gmail.com,44.109.101.71,643621,45,4
6790,zachary97@yahoo.com,131.56.127.190,58970,24,7
209,catherinelowe@gmail.com,8.1.177.42,86361,47,8
4155,eriklynn@bryan-robinson.com,77.143.72.117,4388611,28,1
4811,simpsonjohn@tapia.biz,204.197.252.221,2049580,48,2
5761,dmay@rivas.info,31.146.110.175,1245,49,2
5897,mcgeesusan@yahoo.com,183.246.182.29,517391,14,0
5180,simpsonjoseph@williams.biz,202.151.110.174,822272,43,6
6018,sarah15@yahoo.com,29.230.57.153,688,30,9
5828,emily64@yahoo.com,195.225.50.28,69070,40,4
3288,ccarroll@gmail.com,86.136.181.74,423,28,10
1537,nedwards@aguirre.biz,190.56.233.9,6692,48,9
1270,eprince@collins.com,87.193.63.70,7405385,24,4
4773,robertcollins@king-williams.com,147.50.163.140,01867,13,0
2236,tracey90@harris.com,137.167.118.74,8261191,32,5
8990,richardsantana@gmail.com,176.3.155.178,50189,17,4
9926,nathaniel88@alvarez.org,72.128.23.218,3265396,41,1
64,josephlewis@gmail.com,45.143.71.216,47022,35,8
234,kimberlystone@huffman-james.com,96.69.54.110,11,36,9
5628,harrisphillip@yahoo.com,99.60.72.153,99056,23,10
7936,groberts@young.com,120.146.37.87,413468,44,0
3410,mstewart@gmail.com,44.96.145.174,3856136,47,5
3042,aprice@hotmail.com,18.129.74.49,336,12,5
3965,brandonbrown@gmail.com,204.150.184.149,34658,20,10
6316,rhansen@boyer.com,223.242.86.105,61499,9,1
9346,debbie70@williams.org,59.117.128.99,767,27,6
1117,fullerdeanna@jordan-kelly.info,5.3.177.85,14023,10,0
1591,sarapaul@zavala.org,141.175.60.67,8137,44,2
1372,christopherwilson@daniel-white.com,75.189.213.238,1351,26,8
7090,stefaniemorgan@hotmail.com,209.80.126.77,688288,48,9
7425,miguelturner@estrada-gregory.com,209.123.75.82,64146039,38,2
2393,sarakramer@yahoo.com,79.249.246.116,257589,7,10
7090,amanda80@hernandez.com,194.181.243.227,715,20,6
397,linda34@yahoo.com,164.134.244.37,55536,37,10
3888,sheriparker@ellis-mccarthy.com,122.140.30.205,022778,47,1
3249,garciadavid@smith.com,207.101.88.44,232529,47,6
7206,abigailpadilla@perez.net,76.219.171.200,87,24,5
4182,hware@lang.com,150.114.74.111,039,50,6
1148,dhunt@webb.net,164.84.218.210,03902,16,2
7471,fbrown@alvarez-thomas.com,137.27.154.51,36385,3,1
8624,solisjulie@davis-glover.info,59.83.212.170,5436,19,2
9,valerie87@perez.com,118.184.203.241,7932,5,7
4545,brownmadison@johnson-hill.com,6.149.51.28,550,14,8
7900,ygamble@yahoo.com,189.224.171.228,6360393,47,4
7841,julie95@walker.com,94.66.249.137,72312,40,5
78,amanda63@yahoo.com,77.11.250.193,35609,40,2
2381,xmcguire@coleman-reeves.biz,119.177.162.226,3305,46,10
3300,smithmiranda@jordan.biz,21.16.166.10,250918,39,7
8245,reynoldsgary@alexander.biz,11.46.249.206,055011,7,6
4508,vbrown@williams.org,75.253.142.127,558132,47,7
5779,yorkkathy@santos.com,60.9.182.137,052,4,6
8803,eric59@murphy-tucker.info,48.100.153.209,2825,50,3
7312,kholt@jennings.info,7.232.37.165,7049637,29,2
4917,alan09@rodriguez.info,175.163.54.176,453411,5,4
4765,russellkennedy@young-smith.com,145.255.235.146,3735,47,5
4920,fosterrachel@cohen.com,11.148.204.171,686954,23,5
9635,kramerbriana@hotmail.com,223.131.35.126,302899,44,2
58,dylanwood@daniels-ramos.org,124.162.56.125,0949076,40,4
2149,debbielarsen@walker.com,51.91.127.200,517428,48,6
6078,lmaxwell@yahoo.com,53.132.8.126,28645,26,2
2668,mollystewart@gardner.com,85.0.37.20,67,17,7
7262,donna17@yahoo.com,126.110.177.20,82657,0,2
5207,goldendavid@gmail.com,171.44.104.239,096,6,6
5386,aaronday@garcia.com,70.235.195.182,61706,1,4
9102,lynchalexandra@yahoo.com,161.81.112.154,1937,15,10
2253,sarah97@gonzalez.com,210.253.128.234,28356,43,6
4474,jordandaniel@martinez.com,99.70.81.228,8692859,43,2
5846,jillcastillo@conley.net,168.238.164.242,52354,22,4
9272,iharper@snyder.biz,183.83.127.208,208539,23,8
7134,sarah32@villanueva.com,101.43.27.245,2053,40,0
5334,tsutton@rubio.net,221.140.128.235,58456,49,4
5203,grahamsean@henderson.com,178.75.157.222,173820,17,4
2184,tammy32@gmail.com,138.249.185.143,8614465,9,4
6423,jthomas@burnett.biz,193.155.240.92,76974390,19,5
8077,sara02@yahoo.com,56.22.71.179,6118,44,10
1014,christinawhite@robertson.biz,112.86.34.67,58590,50,1
6523,amberwebb@hotmail.com,44.155.236.118,70009,37,8
5671,smithmorgan@hotmail.com,73.128.173.168,12997,11,3
2793,elliottrenee@gmail.com,38.168.49.81,8574,24,10
1890,gmerritt@hall.com,186.34.164.58,917649,29,10
82,willie75@taylor.com,218.251.150.12,84192,19,9
5879,fmorris@douglas.com,200.142.104.183,4293,43,9
1639,gibsonjoseph@hotmail.com,152.2.143.1,3769,20,9
4063,lvincent@gomez-scott.com,190.204.170.119,00089,8,9
1701,nealaustin@gmail.com,131.16.66.249,49899,17,6
96,ryan62@morris-cox.org,57.87.219.234,36351,43,5
7383,kennethhunter@yahoo.com,143.244.149.97,96671,11,5
2747,wendy46@yahoo.com,59.245.88.106,56922,20,10
556,aholmes@lambert.com,162.230.71.25,3987781,7,1
8428,irwinkendra@hotmail.com,102.6.184.118,3277532,24,7
3617,carpenterfrank@gmail.com,28.47.85.254,99960,49,1
2648,adam33@hotmail.com,165.56.75.9,3493,8,7
6476,jacobsonkevin@garza-bailey.info,5.77.191.243,25928,17,6
1779,lmitchell@yahoo.com,159.243.200.209,46,8,6
3349,mwarren@gmail.com,130.151.138.215,9332,45,1
7714,gonzalezzachary@lopez.org,40.241.54.198,57515,47,6
5131,mwood@hotmail.com,35.16.101.156,520,31,8
5327,tiffanyfisher@anderson.org,87.6.211.152,949996,3,1
5271,april29@mueller.com,173.116.146.40,01762,37,9
5383,lblake@garza.com,163.199.6.231,42075,20,9
4691,marymurray@gmail.com,67.88.32.112,85124,16,0
6969,kedwards@harris-cooper.org,65.200.72.250,752969,35,6
844,frederick48@hunter.com,205.0.175.13,4021,37,6
5673,kimethan@gmail.com,163.40.158.145,06352,32,6
6321,inelson@hotmail.com,131.40.180.83,2688,48,2
3000,danielleross@schroeder.org,134.114.78.98,9571344,36,0
9694,pjohnson@gmail.com,23.161.193.222,98330,45,2
8013,jeffreywalker@barker-johnson.info,141.109.176.52,176836,11,3
9006,lshepherd@yahoo.com,219.192.56.201,67920,43,7
45,christinasullivan@gmail.com,143.244.22.246,275235,9,6
8697,crystal65@nelson.com,67.121.143.18,43618,10,3
5420,silvatracy@hotmail.com,163.65.187.6,988592,30,7
7116,smallrobin@murphy.net,25.110.82.52,388,8,2
4612,shortmark@johnson-white.com,24.20.214.96,33,13,1
7233,naustin@hotmail.com,124.66.105.120,41612011,39,1
6007,lsmith@wright.com,161.125.119.253,948875,45,0
1209,michellestout@chavez-davis.biz,72.51.160.44,4430,1,8
4644,jenniferlee@anderson.info,69.78.134.85,78724,47,7
5873,wrighttimothy@watson.com,59.210.72.59,33781,7,9
6255,ricardocook@powers.net,131.224.109.237,78533,3,0
7719,patricia84@blanchard-little.org,66.28.139.155,8066,35,3
2486,xsullivan@yahoo.com,140.140.43.70,401912,12,5
2512,kristinasuarez@austin.com,146.173.23.120,4836,32,4
4335,rojasphilip@hotmail.com,75.184.8.240,91769,31,10
6552,heatherbernard@yahoo.com,75.80.19.245,931279,37,8
2199,kathy75@greene-johnson.com,118.247.35.127,99,5,1
2583,castillozachary@moreno.com,158.179.50.1,173942,4,8
750,thomascassandra@evans-arnold.org,65.52.240.121,450,9,1
6583,nromero@gmail.com,11.86.96.72,03920,23,7
599,ysmith@cruz.com,4.52.182.53,6222233,34,1
1047,brownrandall@mendez.info,192.180.19.248,22375,36,3
2867,pwebb@yahoo.com,199.58.190.231,553724,14,5
6919,gwalsh@christensen.org,166.204.219.254,66452,17,5
9926,schaefergrace@price.com,210.164.202.12,59898,12,6
3777,mperez@yahoo.com,31.225.165.41,482234,32,9
2900,rebecca94@thompson-schroeder.info,92.108.173.252,634700,12,1
6188,nicolejones@thomas.biz,36.61.176.240,667316,49,5
1300,janewhite@rodriguez-dodson.com,144.82.3.51,2650,14,0
3588,pughamber@gmail.com,106.135.115.95,48443,20,4
2630,lawsonapril@gutierrez.com,152.192.160.34,078211,19,3
7732,mooreandrea@velazquez.com,24.97.253.223,3569,25,10
7532,milleryvonne@hotmail.com,137.50.88.159,51522,29,2
4683,jennifercooper@rhodes-guerrero.com,66.229.214.71,6383,25,0
110,nicoleromero@yahoo.com,22.132.250.146,572020,16,8
2418,cainclaudia@gmail.com,131.113.199.108,345672,30,8
7259,david45@gmail.com,67.41.30.226,39880,42,5
4003,brighttiffany@wright.com,191.150.253.85,10575,37,9
164,bradleynelson@hotmail.com,158.141.220.108,53602,12,4
2506,michelle43@yahoo.com,104.244.88.214,0512,28,4
2330,stevenmccoy@brown.com,19.86.231.147,1984,45,9
6725,amypatterson@gmail.com,32.182.170.144,302664,33,10
3125,jerry19@gmail.com,7.131.181.170,31023,32,10
7622,werneryvette@watts.org,154.100.172.86,135781,35,10
3495,rhondachavez@dudley-beasley.com,178.41.66.41,84979720,0,3
1301,stevengreene@martin.info,29.254.77.69,2,38,3
2298,lopezbrandon@forbes.com,4.181.100.41,1971,35,5
9627,trujillostephanie@hotmail.com,148.240.91.66,29425,48,7
2123,anitafoley@stewart.biz,148.207.30.65,7102698,45,2
2873,kathleenhanson@gonzalez-lewis.com,72.1.11.17,496961,33,4
9638,brownricky@yahoo.com,65.116.130.215,155970,25,5
747,justin22@gmail.com,221.47.121.159,849665,27,2
9710,brittanyboyd@gmail.com,71.29.48.206,1754926,50,7
6932,dannunez@sanford.info,32.155.106.59,050790,29,8
6555,michaellamb@hotmail.com,1.13.91.193,17494,21,10
656,melissa28@gmail.com,129.155.60.199,564226,20,5
7036,blackwellcrystal@stafford.net,132.99.67.180,607,43,6
7141,jefferylozano@yahoo.com,6.224.241.228,405333,5,6
2732,keithkrista@hotmail.com,41.142.188.6,7600,21,0
2537,john29@gmail.com,126.204.158.248,081928,38,4
6690,sdavis@friedman.com,133.48.68.199,03811,43,8
1322,nfarrell@jacobson.org,160.7.116.199,983043,27,9
9239,nunezfrancis@hotmail.com,212.228.194.127,6834,42,10
2978,patrickmyers@gmail.com,121.31.71.98,946,45,5
5172,roseyvonne@hale.com,159.56.25.69,444184,2,10
8994,bakeromar@washington.com,99.27.41.225,3714,34,2
7209,fdixon@yahoo.com,58.51.93.86,42726,32,7
